           0.0              0.0
           0.0              0.0
           0.0              0.0
       14467.0            677.0
        2321.0              0.0
           0.0              0.0
           0.0              0.0
       25844.0            924.0
       19358.0            865.0
        3319.0              0.0
        4763.0            789.0
       12693.0            724.0
       25254.0            900.0
       19132.0            853.0
        3366.0              0.0
       21482.0           3713.0
       56995.0           3299.0
      113150.0           4078.0
       87701.0           3834.0
       14692.0              0.0
           0.0              0.0
       62498.0           3715.0
      121874.0           4429.0
       93366.0           4017.0
       15005.0              0.0
           0.0              0.0
       43846.0           2657.0
       86174.0           3083.0
       65369.0           2899.0
       11020.0              0.0
