       60781.0           9682.0
      163296.0           8792.0
      324710.0          11550.0
      254815.0          12045.0
       48618.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
           0.0              0.0
